2277		33		6		
2278		33		6		
2279		33		6		
2280		33		6		
2281		33		6		
2282		33		6		
2283		33		6		
2284		33		6		
2285		33		6		
2286		33		6		
2287		33		6		
2288		33		6		
2289		33		6		
2290		33		6		
2291		33		6		
2310		33		6		
2311		33		6		
2312		33		6		
2313		33		6		
2314		33		6		
2315		33		6		
2316		33		6		
2317		33		6		
2318		33		6		
2319		33		6		
2320		33		6		
2321		33		6		
2322		33		6		
2323		33		6		
2324		33		6		
2343		33		6		
2344		33		6		
2345		33		6		
2346		33		6		
2347		33		6		
2348		33		6		
2349		33		6		
2350		33		6		
2351		33		6		
2352		33		6		
2353		33		6		
2354		33		6		
2355		33		6		
2356		33		6		
2357		33		6		
2376		33		6		
2377		33		6		
2378		33		6		
2379		33		6		
2380		33		6		
2381		33		6		
2382		33		6		
2383		33		6		
2384		33		6		
2385		33		6		
2386		33		6		
2387		33		6		
2388		33		6		
2389		33		6		
2390		33		6		
2409		33		6		
2410		33		6		
2411		33		6		
2412		33		6		
2413		33		6		
2414		33		6		
2415		33		6		
2416		33		6		
2417		33		6		
2418		33		6		
2419		33		6		
2420		33		6		
2421		33		6		
2422		33		6		
2423		33		6		
2424		33		6		
2425		33		6		
2426		33		6		
2427		33		6		
2428		33		6		
2429		33		6		
2430		33		6		
2431		33		6		
2442		33		6		
2443		33		6		
2444		33		6		
2445		33		6		
2446		33		6		
2447		33		6		
2448		33		6		
2449		33		6		
2450		33		6		
2451		33		6		
2452		33		6		
2453		33		6		
2454		33		6		
2455		33		6		
2456		33		6		
2457		33		6		
2458		33		6		
2459		33		6		
2460		33		6		
2461		33		6		
2462		33		6		
2463		33		6		
2464		33		6		
2475		33		6		
2476		33		6		
2477		33		6		
2478		33		6		
2479		33		6		
2480		33		6		
2481		33		6		
2482		33		6		
2483		33		6		
2484		33		6		
2485		33		6		
2486		33		6		
2487		33		6		
2488		33		6		
2489		33		6		
2490		33		6		
2491		33		6		
2492		33		6		
2493		33		6		
2494		33		6		
2495		33		6		
2496		33		6		
2497		33		6		
2508		33		6		
2509		33		6		
2510		33		6		
2511		33		6		
2512		33		6		
2513		33		6		
2514		33		6		
2515		33		6		
2516		33		6		
2517		33		6		
2518		33		6		
2519		33		6		
2520		33		6		
2521		33		6		
2522		33		6		
2523		33		6		
2524		33		6		
2525		33		6		
2526		33		6		
2527		33		6		
2528		33		6		
2529		33		6		
2530		33		6		
2541		33		6		
2542		33		6		
2543		33		6		
2544		33		6		
2545		33		6		
2546		33		6		
2547		33		6		
2548		33		6		
2549		33		6		
2550		33		6		
2551		33		6		
2552		33		6		
2553		33		6		
2554		33		6		
2555		33		6		
2556		33		6		
2557		33		6		
2558		33		6		
2559		33		6		
2560		33		6		
2561		33		6		
2562		33		6		
2563		33		6		
2574		33		6		
2575		33		6		
2576		33		6		
2577		33		6		
2578		33		6		
2579		33		6		
2580		33		6		
2581		33		6		
2582		33		6		
2583		33		6		
2584		33		6		
2585		33		6		
2586		33		6		
2587		33		6		
2588		33		6		
2589		33		6		
2590		33		6		
2591		33		6		
2592		33		6		
2593		33		6		
2594		33		6		
2595		33		6		
2596		33		6		
2607		33		6		
2608		33		6		
2609		33		6		
2610		33		6		
2611		33		6		
2612		33		6		
2613		33		6		
2614		33		6		
2615		33		6		
2616		33		6		
2617		33		6		
2618		33		6		
2618		34		6		
2619		33		6		
2619		34		6		
2620		33		6		
2620		34		6		
2621		33		6		
2621		34		6		
2622		33		6		
2622		34		6		
2623		33		6		
2623		34		6		
2624		33		6		
2625		33		6		
2626		33		6		
2627		33		6		
2628		33		6		
2629		33		6		
2640		33		6		
2641		33		6		
2642		33		6		
2643		33		6		
2644		33		6		
2645		33		6		
2646		33		6		
2647		33		6		
2648		33		6		
2649		33		6		
2650		33		6		
2651		33		6		
2652		33		6		
2652		34		6		
2653		33		6		
2653		34		6		
2654		33		6		
2654		34		6		
2655		33		6		
2655		34		6		
2656		33		6		
2656		34		6		
2657		33		6		
2657		34		6		
2658		33		6		
2658		34		6		
2659		33		6		
2659		34		6		
2660		33		6		
2660		34		6		
2661		33		6		
2661		34		6		
2662		33		6		
2662		34		6		
2663		34		6		
2664		34		6		
2665		34		6		
2673		33		6		
2674		33		6		
2675		33		6		
2676		33		6		
2677		33		6		
2678		33		6		
2679		33		6		
2680		33		6		
2681		33		6		
2682		33		6		
2683		33		6		
2684		33		6		
2685		33		6		
2686		33		6		
2686		34		6		
2687		33		6		
2687		34		6		
2688		33		6		
2688		34		6		
2689		33		6		
2689		34		6		
2690		33		6		
2690		34		6		
2691		33		6		
2691		34		6		
2692		33		6		
2692		34		6		
2693		33		6		
2693		34		6		
2694		33		6		
2694		34		6		
2695		33		6		
2695		34		6		
2696		34		6		
2697		34		6		
2698		34		6		
2699		34		6		
2706		33		6		
2707		33		6		
2708		33		6		
2709		33		6		
2710		33		6		
2711		33		6		
2712		33		6		
2713		33		6		
2714		33		6		
2715		33		6		
2716		33		6		
2717		33		6		
2718		33		6		
2719		33		6		
2720		33		6		
2720		34		6		
2721		33		6		
2721		34		6		
2722		33		6		
2722		34		6		
2723		33		6		
2723		34		6		
2724		33		6		
2724		34		6		
2725		33		6		
2725		34		6		
2726		33		6		
2726		34		6		
2727		33		6		
2727		34		6		
2728		33		6		
2728		34		6		
2729		33		6		
2729		34		6		
2730		34		6		
2731		34		6		
2732		34		6		
2733		34		6		
2739		33		6		
2740		33		6		
2741		33		6		
2742		33		6		
2743		33		6		
2744		33		6		
2745		33		6		
2746		33		6		
2747		33		6		
2748		33		6		
2749		33		6		
2750		33		6		
2751		33		6		
2752		33		6		
2753		33		6		
2754		33		6		
2754		34		6		
2755		33		6		
2755		34		6		
2756		33		6		
2756		34		6		
2757		33		6		
2757		34		6		
2758		33		6		
2758		34		6		
2759		33		6		
2759		34		6		
2760		33		6		
2760		34		6		
2761		33		6		
2761		34		6		
2762		33		6		
2762		34		6		
2763		34		6		
2764		34		6		
2765		34		6		
2766		34		6		
2767		34		6		
2772		33		6		
2773		33		6		
2774		33		6		
2775		33		6		
2776		33		6		
2777		33		6		
2778		33		6		
2779		33		6		
2780		33		6		
2781		33		6		
2782		33		6		
2783		33		6		
2784		33		6		
2785		33		6		
2786		33		6		
2787		33		6		
2788		33		6		
2788		34		6		
2789		33		6		
2789		34		6		
2790		33		6		
2790		34		6		
2791		33		6		
2791		34		6		
2792		33		6		
2792		34		6		
2793		33		6		
2793		34		6		
2794		33		6		
2794		34		6		
2795		33		6		
2795		34		6		
2796		33		6		
2796		34		6		
2797		33		6		
2797		34		6		
2798		33		6		
2798		34		6		
2799		34		6		
2800		34		6		
2801		34		6		
2805		33		6		
2806		33		6		
2807		33		6		
2808		33		6		
2809		33		6		
2810		33		6		
2811		33		6		
2812		33		6		
2813		33		6		
2814		33		6		
2815		33		6		
2816		33		6		
2817		33		6		
2818		33		6		
2819		33		6		
2820		33		6		
2821		33		6		
2822		33		6		
2822		34		6		
2823		33		6		
2823		34		6		
2824		33		6		
2824		34		6		
2825		33		6		
2825		34		6		
2826		33		6		
2826		34		6		
2827		33		6		
2827		34		6		
2828		33		6		
2828		34		6		
2829		33		6		
2829		34		6		
2830		33		6		
2830		34		6		
2831		33		6		
2831		34		6		
2832		34		6		
2833		34		6		
2834		34		6		
