152		19		19		0		
152		38		38		0		
153		3		3		0		
153		9		9		0		
153		17		17		0		
154		11		11		0		
154		14		14		0		
155		5		5		0		
156		3		3		0		
156		26		26		0		
156		39		39		0		
160		5		5		0		
160		10		10		0		
160		20		20		0		
160		40		40		0		
161		23		23		0		
162		3		3		0		
162		9		9		0		
162		18		18		0		
164		41		41		0		
165		3		3		0		
165		5		5		0		
165		11		11		0		
165		33		33		0		
168		3		3		0		
168		14		14		0		
168		21		21		0		
168		24		24		0		
168		42		42		0		
170		5		5		0		
170		10		10		0		
170		17		17		0		
170		34		34		0		
171		9		9		0		
171		19		19		0		
172		43		43		0		
175		5		5		0		
175		7		7		0		
175		25		25		0		
175		35		35		0		
176		11		11		0		
176		44		44		0		
177		3		3		0		
180		3		3		0		
180		5		5		0		
180		9		9		0		
180		10		10		0		
180		18		18		0		
180		20		20		0		
180		36		36		0		
180		45		45		0		
182		7		7		0		
182		14		14		0		
182		26		26		0		
184		46		46		0		
185		5		5		0		
185		37		37		0		
187		11		11		0		
187		17		17		0		
188		47		47		0		
189		7		7		0		
189		9		9		0		
189		21		21		0		
189		27		27		0		
190		5		5		0		
190		10		10		0		
190		19		19		0		
190		38		38		0		
192		6		6		0		
192		24		24		0		
195		3		3		0		
195		5		5		0		
195		39		39		0		
195		65		65		0		
196		14		14		0		
198		3		3		0		
198		9		9		0		
198		11		11		0		
198		18		18		0		
198		33		33		0		
198		66		66		0		
200		5		5		0		
200		10		10		0		
200		20		20		0		
200		25		25		0		
200		40		40		0		
201		3		3		0		
201		67		67		0		
204		3		3		0		
204		12		12		0		
204		17		17		0		
204		34		34		0		
204		68		68		0		
205		5		5		0		
205		41		41		0		
207		9		9		0		
207		69		69		0		
208		26		26		0		
209		11		11		0		
209		19		19		0		
210		3		3		0		
210		5		5		0		
210		10		10		0		
210		14		14		0		
210		21		21		0		
210		35		35		0		
210		42		42		0		
210		70		70		0		
213		3		3		0		
213		71		71		0		
215		5		5		0		
215		43		43		0		
216		3		3		0		
216		9		9		0		
216		12		12		0		
216		18		18		0		
216		27		27		0		
216		36		36		0		
216		72		72		0		
219		73		73		0		
220		5		5		0		
220		10		10		0		
220		20		20		0		
220		22		22		0		
220		44		44		0		
221		17		17		0		
222		37		37		0		
222		74		74		0		
224		14		14		0		
225		3		3		0		
225		5		5		0		
225		9		9		0		
225		25		25		0		
225		45		45		0		
225		75		75		0		
228		3		3		0		
228		12		12		0		
228		19		19		0		
228		38		38		0		
228		76		76		0		
230		5		5		0		
230		10		10		0		
230		46		46		0		
231		7		7		0		
231		21		21		0		
231		33		33		0		
231		77		77		0		
234		9		9		0		
234		18		18		0		
234		26		26		0		
234		39		39		0		
234		78		78		0		
235		5		5		0		
235		47		47		0		
237		79		79		0		
238		7		7		0		
238		17		17		0		
238		34		34		0		
240		3		3		0		
240		5		5		0		
240		10		10		0		
240		12		12		0		
240		20		20		0		
240		40		40		0		
240		48		48		0		
240		80		80		0		
242		22		22		0		
243		9		9		0		
243		27		27		0		
243		81		81		0		
245		5		5		0		
245		7		7		0		
245		35		35		0		
245		49		49		0		
246		6		6		0		
246		41		41		0		
246		82		82		0		
247		19		19		0		
249		83		83		0		
250		5		5		0		
250		10		10		0		
250		50		50		0		
252		6		6		0		
252		7		7		0		
252		9		9		0		
252		12		12		0		
252		18		18		0		
252		21		21		0		
252		28		28		0		
252		36		36		0		
252		42		42		0		
252		84		84		0		
253		23		23		0		
255		5		5		0		
255		15		15		0		
255		17		17		0		
255		51		51		0		
255		85		85		0		
258		43		43		0		
259		37		37		0		
260		5		5		0		
260		20		20		0		
260		26		26		0		
260		65		65		0		
264		22		22		0		
264		33		33		0		
264		44		44		0		
264		66		66		0		
265		5		5		0		
266		19		19		0		
266		38		38		0		
267		3		3		0		
268		67		67		0		
270		3		3		0		
270		5		5		0		
270		9		9		0		
270		10		10		0		
270		18		18		0		
270		27		27		0		
270		45		45		0		
272		17		17		0		
272		34		34		0		
272		68		68		0		
273		21		21		0		
273		39		39		0		
275		5		5		0		
276		23		23		0		
276		46		46		0		
276		69		69		0		
279		3		3		0		
279		9		9		0		
280		5		5		0		
280		10		10		0		
280		20		20		0		
280		28		28		0		
280		35		35		0		
280		40		40		0		
280		70		70		0		
282		3		3		0		
282		47		47		0		
284		71		71		0		
285		3		3		0		
285		5		5		0		
285		19		19		0		
286		11		11		0		
286		13		13		0		
286		22		22		0		
287		7		7		0		
287		41		41		0		
288		9		9		0		
288		18		18		0		
288		36		36		0		
288		48		48		0		
288		72		72		0		
289		17		17		0		
290		5		5		0		
290		10		10		0		
291		3		3		0		
292		73		73		0		
294		3		3		0		
294		6		6		0		
294		7		7		0		
294		21		21		0		
294		42		42		0		
294		49		49		0		
295		5		5		0		
296		37		37		0		
296		74		74		0		
297		3		3		0		
297		9		9		0		
297		11		11		0		
297		27		27		0		
297		33		33		0		
299		13		13		0		
299		23		23		0		
300		3		3		0		
300		5		5		0		
300		6		6		0		
300		10		10		0		
300		12		12		0		
300		20		20		0		
300		50		50		0		
300		75		75		0		
301		7		7		0		
304		19		19		0		
304		38		38		0		
304		76		76		0		
305		5		5		0		
306		3		3		0		
306		6		6		0		
306		9		9		0		
306		17		17		0		
306		18		18		0		
306		34		34		0		
306		51		51		0		
308		7		7		0		
308		11		11		0		
308		22		22		0		
308		28		28		0		
308		77		77		0		
309		3		3		0		
310		5		5		0		
310		10		10		0		
312		3		3		0		
312		6		6		0		
312		12		12		0		
312		13		13		0		
312		39		39		0		
312		52		52		0		
312		78		78		0		
315		5		5		0		
315		7		7		0		
315		9		9		0		
315		21		21		0		
315		35		35		0		
316		79		79		0		
318		6		6		0		
318		53		53		0		
319		29		29		0		
320		5		5		0		
320		10		10		0		
320		20		20		0		
320		40		40		0		
320		80		80		0		
322		23		23		0		
322		46		46		0		
323		17		17		0		
323		19		19		0		
324		9		9		0		
324		12		12		0		
324		18		18		0		
324		27		27		0		
324		36		36		0		
324		81		81		0		
325		5		5		0		
325		13		13		0		
325		65		65		0		
327		3		3		0		
328		41		41		0		
328		82		82		0		
329		47		47		0		
330		3		3		0		
330		5		5		0		
330		10		10		0		
330		22		22		0		
330		33		33		0		
330		66		66		0		
332		83		83		0		
333		3		3		0		
333		9		9		0		
333		37		37		0		
335		5		5		0		
335		67		67		0		
336		12		12		0		
336		21		21		0		
336		28		28		0		
336		42		42		0		
336		48		48		0		
336		84		84		0		
338		13		13		0		
339		3		3		0		
340		5		5		0		
340		10		10		0		
340		17		17		0		
340		20		20		0		
340		34		34		0		
340		68		68		0		
340		85		85		0		
342		3		3		0		
342		6		6		0		
342		9		9		0		
342		18		18		0		
342		19		19		0		
342		38		38		0		
343		7		7		0		
343		49		49		0		
344		86		86		0		
345		3		3		0		
345		5		5		0		
345		23		23		0		
345		69		69		0		
348		3		3		0		
348		6		6		0		
348		29		29		0		
348		87		87		0		
350		5		5		0		
350		7		7		0		
350		10		10		0		
350		14		14		0		
350		35		35		0		
350		50		50		0		
350		70		70		0		
351		9		9		0		
351		39		39		0		
352		22		22		0		
352		88		88		0		
354		3		3		0		
354		6		6		0		
355		5		5		0		
355		71		71		0		
356		89		89		0		
357		3		3		0		
357		7		7		0		
357		17		17		0		
357		21		21		0		
357		51		51		0		
360		3		3		0		
360		5		5		0		
360		6		6		0		
360		9		9		0		
360		10		10		0		
360		18		18		0		
360		20		20		0		
360		36		36		0		
360		40		40		0		
360		72		72		0		
360		90		90		0		
361		19		19		0		
363		11		11		0		
363		33		33		0		
364		7		7		0		
364		14		14		0		
364		28		28		0		
364		52		52		0		
364		91		91		0		
365		5		5		0		
365		73		73		0		
366		6		6		0		
368		23		23		0		
368		92		92		0		
369		3		3		0		
369		9		9		0		
369		41		41		0		
370		5		5		0		
370		10		10		0		
370		37		37		0		
370		74		74		0		
371		7		7		0		
371		53		53		0		
372		3		3		0		
372		6		6		0		
372		93		93		0		
374		11		11		0		
374		17		17		0		
374		22		22		0		
374		34		34		0		
375		5		5		0		
375		75		75		0		
376		94		94		0		
377		29		29		0		
378		6		6		0		
378		7		7		0		
378		9		9		0		
378		14		14		0		
378		18		18		0		
378		21		21		0		
378		42		42		0		
378		54		54		0		
380		5		5		0		
380		10		10		0		
380		19		19		0		
380		20		20		0		
380		38		38		0		
380		76		76		0		
380		95		95		0		
384		48		48		0		
385		5		5		0		
385		11		11		0		
385		35		35		0		
385		77		77		0		
387		3		3		0		
387		9		9		0		
387		129		129		0		
390		3		3		0		
390		5		5		0		
390		6		6		0		
390		10		10		0		
390		39		39		0		
390		65		65		0		
390		78		78		0		
390		130		130		0		
391		17		17		0		
391		23		23		0		
392		14		14		0		
392		28		28		0		
392		49		49		0		
393		3		3		0		
393		131		131		0		
395		5		5		0		
395		79		79		0		
396		3		3		0		
396		6		6		0		
396		9		9		0		
396		11		11		0		
396		18		18		0		
396		22		22		0		
396		33		33		0		
396		36		36		0		
396		66		66		0		
396		132		132		0		
399		7		7		0		
399		19		19		0		
399		21		21		0		
399		133		133		0		
400		5		5		0		
400		10		10		0		
400		20		20		0		
400		40		40		0		
400		50		50		0		
400		80		80		0		
402		3		3		0		
402		6		6		0		
402		67		67		0		
402		134		134		0		
405		3		3		0		
405		5		5		0		
405		9		9		0		
405		81		81		0		
405		135		135		0		
406		7		7		0		
406		14		14		0		
406		29		29		0		
407		11		11		0		
407		37		37		0		
408		3		3		0		
408		6		6		0		
408		17		17		0		
408		24		24		0		
408		34		34		0		
408		51		51		0		
408		68		68		0		
408		136		136		0		
410		5		5		0		
410		10		10		0		
410		41		41		0		
410		82		82		0		
411		137		137		0		
413		7		7		0		
414		6		6		0		
414		9		9		0		
414		18		18		0		
414		23		23		0		
414		69		69		0		
414		138		138		0		
415		5		5		0		
415		83		83		0		
416		52		52		0		
417		3		3		0		
417		139		139		0		
418		11		11		0		
418		19		19		0		
418		22		22		0		
418		38		38		0		
420		3		3		0		
420		5		5		0		
420		6		6		0		
420		7		7		0		
420		10		10		0		
420		14		14		0		
420		20		20		0		
420		21		21		0		
420		28		28		0		
420		35		35		0		
420		42		42		0		
420		70		70		0		
420		84		84		0		
420		140		140		0		
423		9		9		0		
423		141		141		0		
424		53		53		0		
425		5		5		0		
425		17		17		0		
425		85		85		0		
426		6		6		0		
426		71		71		0		
426		142		142		0		
427		7		7		0		
429		11		11		0		
429		33		33		0		
429		39		39		0		
429		143		143		0		
430		5		5		0		
430		10		10		0		
430		43		43		0		
430		86		86		0		
432		3		3		0		
432		6		6		0		
432		9		9		0		
432		18		18		0		
432		24		24		0		
432		36		36		0		
432		54		54		0		
432		72		72		0		
432		144		144		0		
434		7		7		0		
434		14		14		0		
435		5		5		0		
435		29		29		0		
435		87		87		0		
435		145		145		0		
437		19		19		0		
437		23		23		0		
438		6		6		0		
438		73		73		0		
438		146		146		0		
440		5		5		0		
440		10		10		0		
440		11		11		0		
440		20		20		0		
440		40		40		0		
440		44		44		0		
440		55		55		0		
440		88		88		0		
441		7		7		0		
441		9		9		0		
441		21		21		0		
441		147		147		0		
442		17		17		0		
442		34		34		0		
444		6		6		0		
444		12		12		0		
444		37		37		0		
444		74		74		0		
444		148		148		0		
445		5		5		0		
445		89		89		0		
447		149		149		0		
448		14		14		0		
448		28		28		0		
450		3		3		0		
450		5		5		0		
450		6		6		0		
450		9		9		0		
450		10		10		0		
450		18		18		0		
450		50		50		0		
450		75		75		0		
450		90		90		0		
450		150		150		0		
451		11		11		0		
451		41		41		0		
453		3		3		0		
453		151		151		0		
455		5		5		0		
455		7		7		0		
455		35		35		0		
455		65		65		0		
455		91		91		0		
456		3		3		0		
456		6		6		0		
456		12		12		0		
456		19		19		0		
456		24		24		0		
456		38		38		0		
456		76		76		0		
456		152		152		0		
459		9		9		0		
459		17		17		0		
459		51		51		0		
459		153		153		0		
460		5		5		0		
460		10		10		0		
460		20		20		0		
460		23		23		0		
460		92		92		0		
462		6		6		0		
462		7		7		0		
462		21		21		0		
462		33		33		0		
462		42		42		0		
462		66		66		0		
462		77		77		0		
462		154		154		0		
464		29		29		0		
465		3		3		0		
465		5		5		0		
465		93		93		0		
465		155		155		0		
468		3		3		0		
468		6		6		0		
468		9		9		0		
468		12		12		0		
468		18		18		0		
468		36		36		0		
468		39		39		0		
468		52		52		0		
468		78		78		0		
468		156		156		0		
469		7		7		0		
469		67		67		0		
470		5		5		0		
470		10		10		0		
470		94		94		0		
471		157		157		0		
473		43		43		0		
474		6		6		0		
474		79		79		0		
474		158		158		0		
475		5		5		0		
475		19		19		0		
475		25		25		0		
475		95		95		0		
476		7		7		0		
476		17		17		0		
476		34		34		0		
476		68		68		0		
477		9		9		0		
477		53		53		0		
477		159		159		0		
480		3		3		0		
480		5		5		0		
480		6		6		0		
480		10		10		0		
480		12		12		0		
480		20		20		0		
480		24		24		0		
480		40		40		0		
480		80		80		0		
480		96		96		0		
480		160		160		0		
481		37		37		0		
483		7		7		0		
483		21		21		0		
483		23		23		0		
483		69		69		0		
483		161		161		0		
484		44		44		0		
485		5		5		0		
485		97		97		0		
486		6		6		0		
486		9		9		0		
486		18		18		0		
486		54		54		0		
486		81		81		0		
486		162		162		0		
489		163		163		0		
490		5		5		0		
490		7		7		0		
490		10		10		0		
490		35		35		0		
490		70		70		0		
490		98		98		0		
492		6		6		0		
492		12		12		0		
492		41		41		0		
492		82		82		0		
492		164		164		0		
493		17		17		0		
493		29		29		0		
494		19		19		0		
494		38		38		0		
495		5		5		0		
495		9		9		0		
495		15		15		0		
495		33		33		0		
495		45		45		0		
495		55		55		0		
495		99		99		0		
495		165		165		0		
497		7		7		0		
497		71		71		0		
498		6		6		0		
498		83		83		0		
498		166		166		0		
500		5		5		0		
500		10		10		0		
500		20		20		0		
500		25		25		0		
500		100		100		0		
501		167		167		0		
504		6		6		0		
504		7		7		0		
504		9		9		0		
504		12		12		0		
504		18		18		0		
504		21		21		0		
504		24		24		0		
504		36		36		0		
504		42		42		0		
504		56		56		0		
504		72		72		0		
504		84		84		0		
504		168		168		0		
505		5		5		0		
505		101		101		0		
506		23		23		0		
506		46		46		0		
507		39		39		0		
507		169		169		0		
510		5		5		0		
510		6		6		0		
510		10		10		0		
510		15		15		0		
510		17		17		0		
510		30		30		0		
510		34		34		0		
510		85		85		0		
510		102		102		0		
510		170		170		0		
511		73		73		0		
513		19		19		0		
516		43		43		0		
516		86		86		0		
516		129		129		0		
518		37		37		0		
518		74		74		0		
519		3		3		0		
520		10		10		0		
520		13		13		0		
520		20		20		0		
520		40		40		0		
520		52		52		0		
520		65		65		0		
520		130		130		0		
522		3		3		0		
522		9		9		0		
522		18		18		0		
522		29		29		0		
522		87		87		0		
524		131		131		0		
525		3		3		0		
525		5		5		0		
525		21		21		0		
525		25		25		0		
525		35		35		0		
525		75		75		0		
527		17		17		0		
528		24		24		0		
528		33		33		0		
528		44		44		0		
528		66		66		0		
528		88		88		0		
528		132		132		0		
529		23		23		0		
530		5		5		0		
530		10		10		0		
530		53		53		0		
531		3		3		0		
531		9		9		0		
532		19		19		0		
532		38		38		0		
532		76		76		0		
532		133		133		0		
533		13		13		0		
533		41		41		0		
534		3		3		0		
534		6		6		0		
534		89		89		0		
535		5		5		0		
536		67		67		0		
536		134		134		0		
537		3		3		0		
539		11		11		0		
539		77		77		0		
540		3		3		0		
540		5		5		0		
540		6		6		0		
540		9		9		0		
540		10		10		0		
540		12		12		0		
540		18		18		0		
540		20		20		0		
540		30		30		0		
540		36		36		0		
540		45		45		0		
540		54		54		0		
540		90		90		0		
540		135		135		0		
544		17		17		0		
544		34		34		0		
544		68		68		0		
544		136		136		0		
545		5		5		0		
546		3		3		0		
546		6		6		0		
546		13		13		0		
546		21		21		0		
546		39		39		0		
546		42		42		0		
546		78		78		0		
546		91		91		0		
548		137		137		0		
549		3		3		0		
549		9		9		0		
550		5		5		0		
550		10		10		0		
550		11		11		0		
550		25		25		0		
550		55		55		0		
551		19		19		0		
551		29		29		0		
552		3		3		0		
552		6		6		0		
552		12		12		0		
552		23		23		0		
552		24		24		0		
552		46		46		0		
552		69		69		0		
552		92		92		0		
552		138		138		0		
553		79		79		0		
555		5		5		0		
555		37		37		0		
556		139		139		0		
558		9		9		0		
558		18		18		0		
558		93		93		0		
559		43		43		0		
560		5		5		0		
560		10		10		0		
560		20		20		0		
560		35		35		0		
560		40		40		0		
560		56		56		0		
560		70		70		0		
560		80		80		0		
560		140		140		0		
561		3		3		0		
561		11		11		0		
561		17		17		0		
561		33		33		0		
564		3		3		0		
564		12		12		0		
564		47		47		0		
564		94		94		0		
564		141		141		0		
565		5		5		0		
567		7		7		0		
567		9		9		0		
567		21		21		0		
567		81		81		0		
568		71		71		0		
568		142		142		0		
570		5		5		0		
570		10		10		0		
570		19		19		0		
570		30		30		0		
570		38		38		0		
570		57		57		0		
570		95		95		0		
572		44		44		0		
572		143		143		0		
574		7		7		0		
574		14		14		0		
574		41		41		0		
574		82		82		0		
575		5		5		0		
575		25		25		0		
576		9		9		0		
576		12		12		0		
576		18		18		0		
576		24		24		0		
576		36		36		0		
576		72		72		0		
576		96		96		0		
576		144		144		0		
578		17		17		0		
578		34		34		0		
579		3		3		0		
580		5		5		0		
580		10		10		0		
580		20		20		0		
580		29		29		0		
580		145		145		0		
581		83		83		0		
582		3		3		0		
582		6		6		0		
582		97		97		0		
583		53		53		0		
584		73		73		0		
584		146		146		0		
585		3		3		0		
585		5		5		0		
585		9		9		0		
585		39		39		0		
585		45		45		0		
585		65		65		0		
588		3		3		0		
588		6		6		0		
588		14		14		0		
588		21		21		0		
588		42		42		0		
588		84		84		0		
588		98		98		0		
588		147		147		0		
589		19		19		0		
590		5		5		0		
590		10		10		0		
592		37		37		0		
592		74		74		0		
592		148		148		0		
594		3		3		0		
594		6		6		0		
594		9		9		0		
594		18		18		0		
594		33		33		0		
594		54		54		0		
594		66		66		0		
594		99		99		0		
595		5		5		0		
595		17		17		0		
595		35		35		0		
595		85		85		0		
596		149		149		0		
597		3		3		0		
598		46		46		0		
600		3		3		0		
600		5		5		0		
600		6		6		0		
600		10		10		0		
600		20		20		0		
600		24		24		0		
600		25		25		0		
600		30		30		0		
600		40		40		0		
600		75		75		0		
600		100		100		0		
600		150		150		0		
602		14		14		0		
602		43		43		0		
603		9		9		0		
603		67		67		0		
604		151		151		0		
605		5		5		0		
605		11		11		0		
605		55		55		0		
606		101		101		0		
608		19		19		0		
608		38		38		0		
608		76		76		0		
608		152		152		0		
609		3		3		0		
609		21		21		0		
609		29		29		0		
610		5		5		0		
610		10		10		0		
611		47		47		0		
612		3		3		0		
612		9		9		0		
612		17		17		0		
612		18		18		0		
612		34		34		0		
612		36		36		0		
612		68		68		0		
612		102		102		0		
612		153		153		0		
615		5		5		0		
615		41		41		0		
616		11		11		0		
616		14		14		0		
616		44		44		0		
616		56		56		0		
616		77		77		0		
616		154		154		0		
618		103		103		0		
620		5		5		0		
620		10		10		0		
620		20		20		0		
620		155		155		0		
621		9		9		0		
621		69		69		0		
623		7		7		0		
624		3		3		0		
624		24		24		0		
624		39		39		0		
624		78		78		0		
624		104		104		0		
624		156		156		0		
625		5		5		0		
625		25		25		0		
627		11		11		0		
627		19		19		0		
627		33		33		0		
627		57		57		0		
628		157		157		0		
629		17		17		0		
629		37		37		0		
630		5		5		0		
630		7		7		0		
630		9		9		0		
630		10		10		0		
630		14		14		0		
630		18		18		0		
630		21		21		0		
630		30		30		0		
630		35		35		0		
630		42		42		0		
630		45		45		0		
630		70		70		0		
630		105		105		0		
632		79		79		0		
632		158		158		0		
635		5		5		0		
636		106		106		0		
636		159		159		0		
637		7		7		0		
638		11		11		0		
638		22		22		0		
638		58		58		0		
639		9		9		0		
639		71		71		0		
640		5		5		0		
640		10		10		0		
640		20		20		0		
640		40		40		0		
640		80		80		0		
640		160		160		0		
642		3		3		0		
642		6		6		0		
644		14		14		0		
644		46		46		0		
644		92		92		0		
644		161		161		0		
645		3		3		0		
645		5		5		0		
645		43		43		0		
645		129		129		0		
646		17		17		0		
646		19		19		0		
646		34		34		0		
646		38		38		0		
648		3		3		0		
648		6		6		0		
648		9		9		0		
648		18		18		0		
648		24		24		0		
648		36		36		0		
648		54		54		0		
648		72		72		0		
648		81		81		0		
648		162		162		0		
649		11		11		0		
650		5		5		0		
650		10		10		0		
650		25		25		0		
650		65		65		0		
650		130		130		0		
651		21		21		0		
651		93		93		0		
652		163		163		0		
655		5		5		0		
655		131		131		0		
656		41		41		0		
656		82		82		0		
656		164		164		0		
657		3		3		0		
657		9		9		0		
657		73		73		0		
658		14		14		0		
658		47		47		0		
658		94		94		0		
660		3		3		0		
660		5		5		0		
660		10		10		0		
660		11		11		0		
660		20		20		0		
660		22		22		0		
660		30		30		0		
660		33		33		0		
660		44		44		0		
660		55		55		0		
660		66		66		0		
660		132		132		0		
660		165		165		0		
663		17		17		0		
663		39		39		0		
664		83		83		0		
664		166		166		0		
665		5		5		0		
665		19		19		0		
665		35		35		0		
665		95		95		0		
665		133		133		0		
666		9		9		0		
666		18		18		0		
666		37		37		0		
666		74		74		0		
668		167		167		0		
670		5		5		0		
670		10		10		0		
670		67		67		0		
670		134		134		0		
671		11		11		0		
672		3		3		0		
672		14		14		0		
672		21		21		0		
672		24		24		0		
672		42		42		0		
672		56		56		0		
672		84		84		0		
672		96		96		0		
672		168		168		0		
675		5		5		0		
675		9		9		0		
675		25		25		0		
675		45		45		0		
675		75		75		0		
675		135		135		0		
676		169		169		0		
679		7		7		0		
679		97		97		0		
680		5		5		0		
680		10		10		0		
680		17		17		0		
680		20		20		0		
680		34		34		0		
680		40		40		0		
680		68		68		0		
680		85		85		0		
680		136		136		0		
680		170		170		0		
682		11		11		0		
682		22		22		0		
684		9		9		0		
684		12		12		0		
684		18		18		0		
684		19		19		0		
684		36		36		0		
684		38		38		0		
684		57		57		0		
684		76		76		0		
684		171		171		0		
685		5		5		0		
685		137		137		0		
686		7		7		0		
686		98		98		0		
688		43		43		0		
688		172		172		0		
690		5		5		0		
690		10		10		0		
690		30		30		0		
690		46		46		0		
690		69		69		0		
690		138		138		0		
692		173		173		0		
693		7		7		0		
693		9		9		0		
693		11		11		0		
693		21		21		0		
693		33		33		0		
693		77		77		0		
693		99		99		0		
695		5		5		0		
695		139		139		0		
696		12		12		0		
696		24		24		0		
696		58		58		0		
696		174		174		0		
697		17		17		0		
697		41		41		0		
700		5		5		0		
700		7		7		0		
700		10		10		0		
700		20		20		0		
700		25		25		0		
700		35		35		0		
700		70		70		0		
700		100		100		0		
700		140		140		0		
700		175		175		0		
702		6		6		0		
702		9		9		0		
702		18		18		0		
702		26		26		0		
702		39		39		0		
702		78		78		0		
703		19		19		0		
703		37		37		0		
704		11		11		0		
704		22		22		0		
704		44		44		0		
704		176		176		0		
705		3		3		0		
705		5		5		0		
705		47		47		0		
705		141		141		0		
707		101		101		0		
708		3		3		0		
708		12		12		0		
708		177		177		0		
710		5		5		0		
710		10		10		0		
710		71		71		0		
710		142		142		0		
711		9		9		0		
711		79		79		0		
712		178		178		0		
714		17		17		0		
714		21		21		0		
714		34		34		0		
714		42		42		0		
714		102		102		0		
715		5		5		0		
715		55		55		0		
715		65		65		0		
715		143		143		0		
716		179		179		0		
720		3		3		0		
720		5		5		0		
720		9		9		0		
720		10		10		0		
720		12		12		0		
720		18		18		0		
720		20		20		0		
720		24		24		0		
720		30		30		0		
720		36		36		0		
720		40		40		0		
720		45		45		0		
720		72		72		0		
720		80		80		0		
720		144		144		0		
720		180		180		0		
721		103		103		0		
722		19		19		0		
722		38		38		0		
724		181		181		0		
725		5		5		0		
725		25		25		0		
725		145		145		0		
726		22		22		0		
726		33		33		0		
726		66		66		0		
728		26		26		0		
728		56		56		0		
728		104		104		0		
728		182		182		0		
729		9		9		0		
729		81		81		0		
730		5		5		0		
730		10		10		0		
730		73		73		0		
730		146		146		0		
731		17		17		0		
731		43		43		0		
732		12		12		0		
732		183		183		0		
735		5		5		0		
735		7		7		0		
735		15		15		0		
735		21		21		0		
735		35		35		0		
735		105		105		0		
735		147		147		0		
736		46		46		0		
736		184		184		0		
737		67		67		0		
738		9		9		0		
738		18		18		0		
738		41		41		0		
738		82		82		0		
740		5		5		0		
740		10		10		0		
740		20		20		0		
740		37		37		0		
740		74		74		0		
740		148		148		0		
740		185		185		0		
741		19		19		0		
741		39		39		0		
741		57		57		0		
742		7		7		0		
742		106		106		0		
744		12		12		0		
744		24		24		0		
744		186		186		0		
745		5		5		0		
745		149		149		0		
747		9		9		0		
747		83		83		0		
748		17		17		0		
748		22		22		0		
748		34		34		0		
748		44		44		0		
748		68		68		0		
748		187		187		0		
749		7		7		0		
749		107		107		0		
750		5		5		0		
750		6		6		0		
750		10		10		0		
750		15		15		0		
750		25		25		0		
750		30		30		0		
750		75		75		0		
750		150		150		0		
752		47		47		0		
752		188		188		0		
754		26		26		0		
754		58		58		0		
